16 144 1 192 192
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	2	1	1	2	2	1	1	2	2	1	1	2	2	1	1	2	2	1	1	2	2	1	1	2	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	1	1	5	6	7	8	5	1	6	7	5	6	7	8	5	6	7	8	5	1	6	7	5	6	7	8	5	1	6	7	1	1	1	1	9	10	10	10	10	10	10	10	10	11	12	10	10	11	12	10	10	10	10	10	10	11	12	10	10	10	10	10	1	1	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	13	3	4	13	13	3	4	13	13	3	4	13	13	3	4	13	13	3	4	13	13	3	4	13	13	3	4	13	13	3	1	1	14	8	15	15	14	5	6	16	14	8	15	15	14	8	15	15	14	5	6	16	14	8	15	15	14	5	6	16	1	1	2	1	17	18	18	18	18	18	18	18	18	19	20	18	18	19	20	18	18	18	18	18	18	19	20	18	18	18	18	18	1	2	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	21	22	22	22	22	23	24	25	26	23	24	25	26	23	24	25	26	23	24	25	26	23	21	22	22	22	22	22	3	4	1	1	15	15	15	15	27	8	8	15	15	15	15	15	15	15	15	15	27	8	8	15	15	15	15	15	27	8	8	15	1	1	2	1	17	18	18	18	18	18	18	18	18	19	20	18	18	19	20	18	18	18	18	18	18	19	20	18	18	18	18	18	1	2	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	28	29	29	29	29	30	31	32	33	30	31	32	33	30	31	32	33	30	31	32	33	30	28	29	29	29	29	29	13	3	1	1	15	34	15	15	27	15	34	15	15	34	15	15	15	34	15	15	27	15	34	15	15	34	15	15	27	15	34	15	1	1	1	1	17	18	18	18	18	18	18	18	35	36	37	38	35	36	37	38	18	18	18	18	35	36	37	38	18	18	18	18	1	1	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	28	29	29	29	29	30	28	29	29	30	28	29	29	30	28	29	29	30	28	29	29	30	28	29	3	4	3	4	3	4	1	1	34	39	15	15	40	39	41	42	15	39	41	42	34	39	15	15	40	39	41	42	34	39	15	15	40	39	41	42	1	1	1	1	17	18	18	18	18	18	18	18	1	1	1	1	1	43	43	1	1	43	43	1	1	1	1	1	44	18	18	18	1	1	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	28	29	29	29	29	30	28	29	29	30	28	29	29	30	28	29	29	30	28	29	29	30	28	29	13	3	4	13	13	3	1	1	41	45	42	39	41	46	45	41	41	46	45	41	41	45	42	39	41	46	45	41	41	45	42	39	41	46	45	41	1	1	2	1	17	18	18	18	18	18	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	18	18	1	2	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	28	29	47	48	29	30	28	29	29	30	28	29	29	30	28	29	29	30	28	29	29	30	28	29	22	22	49	50	3	4	1	1	51	52	41	46	45	46	45	46	45	46	45	46	45	45	41	46	45	46	45	46	45	45	41	46	45	46	49	50	1	1	2	1	51	52	18	18	18	18	53	10	1	2	2	1	1	2	2	1	1	2	2	1	1	2	2	1	9	10	18	18	1	2	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	28	54	55	56	29	30	28	29	29	30	28	29	29	30	28	29	29	30	28	29	29	30	28	29	29	29	57	58	13	3	1	1	59	60	45	45	46	45	46	45	46	45	46	45	45	46	45	45	46	45	46	45	45	46	45	45	46	45	57	58	1	1	1	1	59	60	18	18	18	18	18	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	17	18	18	18	1	1	
